Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EnvironmentSatisfaction,Gender,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Experience_Band,Leadership_Flag,Income_Band,Promoted_Recently
36,No,Travel_Rarely,216,Research & Development,2,Medical,2,Male,178,84,3,2,Manufacturing Director,2,Divorced,4941,2819,No,20,4,4,2,7,0,3,3,2,0,1,6-10 years,No,Medium,No
51,Yes,Travel_Frequently,1150,Research & Development,4,Life Sciences,1,Male,179,53,1,3,Manufacturing Director,4,Single,10650,25150,No,15,3,4,0,18,2,3,4,2,0,3,10+ years,No,Very High,No
39,No,Travel_Rarely,1329,Sales,4,Life Sciences,4,Female,182,47,2,2,Sales Executive,3,Married,5902,14590,No,14,3,3,1,17,1,4,15,11,5,9,10+ years,No,Medium,Yes
25,No,Travel_Rarely,959,Sales,3,Life Sciences,1,Male,183,41,2,2,Sales Executive,3,Married,8639,24835,No,18,3,4,0,6,3,3,2,2,2,2,6-10 years,No,High,Yes
30,No,Travel_Rarely,1240,Human Resources,3,Human Resources,3,Male,184,48,3,2,Human Resources,4,Married,6347,13982,Yes,19,3,4,0,12,2,1,11,9,4,7,10+ years,No,High,Yes
32,Yes,Travel_Rarely,1033,Research & Development,3,Medical,1,Female,190,41,3,1,Laboratory Technician,1,Single,4200,10224,No,22,4,1,0,10,2,4,5,4,0,4,6-10 years,No,Medium,No
45,No,Travel_Rarely,1316,Research & Development,3,Medical,3,Male,192,83,3,1,Research Scientist,4,Single,3452,9752,No,13,3,2,0,9,2,2,6,5,0,3,6-10 years,No,Medium,No
38,No,Travel_Rarely,364,Research & Development,5,Technical Degree,4,Female,193,32,3,2,Research Scientist,3,Single,4317,2302,Yes,20,4,2,0,19,2,3,3,2,2,2,10+ years,No,Medium,Yes
30,No,Travel_Rarely,438,Research & Development,3,Life Sciences,1,Female,194,75,3,1,Research Scientist,3,Single,2632,23910,No,14,3,3,0,5,4,2,5,4,0,4,3-5 years,No,Low,No
32,No,Travel_Frequently,689,Sales,2,Medical,4,Male,195,35,1,2,Sales Executive,4,Divorced,4668,22812,No,17,3,4,3,9,2,4,8,7,0,7,6-10 years,No,Medium,No
30,No,Travel_Rarely,201,Research & Development,3,Technical Degree,4,Female,197,84,3,1,Research Scientist,1,Divorced,3204,10415,No,14,3,4,1,8,3,3,3,2,2,2,6-10 years,No,Medium,Yes
30,No,Travel_Rarely,1427,Research & Development,1,Medical,2,Male,198,35,2,1,Laboratory Technician,4,Single,2720,11162,No,13,3,4,0,6,3,3,5,3,1,2,6-10 years,No,Low,Yes
41,No,Travel_Frequently,857,Research & Development,3,Life Sciences,4,Male,199,91,2,4,Manager,1,Divorced,17181,12888,No,13,3,2,1,21,2,2,7,6,7,7,10+ years,Yes,Very High,Yes
41,No,Travel_Rarely,933,Research & Development,4,Life Sciences,3,Male,200,94,3,1,Laboratory Technician,1,Married,2238,6961,No,21,4,4,1,7,2,3,5,0,1,4,6-10 years,No,Low,Yes
19,No,Travel_Rarely,1181,Research & Development,1,Medical,2,Female,201,79,3,1,Laboratory Technician,2,Single,1483,16102,No,14,3,4,0,1,3,3,1,0,0,0,0-2 years,No,Low,No
40,No,Travel_Frequently,1395,Research & Development,3,Medical,2,Female,202,54,3,2,Research Scientist,2,Divorced,5605,8504,No,11,3,1,1,20,2,3,20,7,2,13,10+ years,No,Medium,Yes
35,No,Travel_Rarely,662,Sales,5,Marketing,3,Male,204,94,3,3,Sales Executive,2,Married,7295,11439,No,13,3,1,2,10,3,3,10,8,0,6,6-10 years,No,High,No
53,No,Travel_Rarely,1436,Sales,2,Marketing,2,Male,205,34,3,2,Sales Representative,3,Married,2306,16047,Yes,20,4,4,1,13,3,1,7,7,4,5,10+ years,No,Low,Yes
45,No,Travel_Rarely,194,Research & Development,3,Life Sciences,2,Male,206,60,3,2,Laboratory Technician,2,Divorced,2348,10901,No,18,3,3,1,20,2,1,17,9,0,15,10+ years,No,Low,No
32,No,Travel_Frequently,967,Sales,3,Marketing,2,Female,207,43,3,3,Sales Executive,4,Single,8998,15589,No,14,3,4,0,9,2,3,9,8,3,7,6-10 years,No,High,Yes
29,No,Non-Travel,1496,Research & Development,1,Technical Degree,4,Male,208,41,3,2,Manufacturing Director,3,Married,4319,26283,No,13,3,1,1,10,1,3,10,7,0,9,6-10 years,No,Medium,No
51,No,Travel_Rarely,1169,Research & Development,4,Medical,2,Male,211,34,2,2,Manufacturing Director,3,Married,6132,13983,No,17,3,3,0,10,2,3,1,0,0,0,6-10 years,No,High,No
58,No,Travel_Rarely,1145,Research & Development,3,Medical,2,Female,214,75,2,1,Research Scientist,2,Married,3346,11873,Yes,20,4,2,1,9,3,2,1,0,0,0,6-10 years,No,Medium,No
40,No,Travel_Rarely,630,Sales,4,Marketing,3,Male,215,67,2,3,Sales Executive,4,Married,10855,8552,No,11,3,1,1,15,2,2,12,11,2,11,10+ years,No,Very High,Yes
34,No,Travel_Frequently,303,Sales,4,Marketing,3,Female,216,75,3,1,Sales Representative,3,Married,2231,11314,No,18,3,4,1,6,3,3,4,3,1,2,6-10 years,No,Low,Yes
22,No,Travel_Rarely,1256,Research & Development,1,Medical,3,Male,217,80,3,1,Research Scientist,4,Married,2323,11992,No,24,4,1,2,2,6,3,2,2,2,2,0-2 years,No,Low,Yes
27,No,Non-Travel,691,Research & Development,3,Medical,4,Male,218,57,3,1,Research Scientist,2,Divorced,2024,5970,No,18,3,4,1,6,1,1,2,2,2,2,6-10 years,No,Low,Yes
28,No,Travel_Rarely,440,Research & Development,3,Medical,3,Male,221,42,3,1,Research Scientist,4,Married,2713,6672,No,11,3,3,1,5,2,1,5,2,0,2,3-5 years,No,Low,No
57,No,Travel_Rarely,334,Research & Development,2,Life Sciences,3,Male,223,83,4,3,Healthcare Representative,4,Divorced,9439,23402,Yes,16,3,2,1,12,2,1,5,3,1,4,10+ years,No,High,Yes
27,No,Non-Travel,1450,Research & Development,3,Medical,3,Male,224,79,2,1,Research Scientist,3,Divorced,2566,25326,Yes,15,3,4,1,1,2,2,1,1,0,1,0-2 years,No,Low,No
50,No,Travel_Rarely,1452,Research & Development,3,Life Sciences,3,Female,226,53,3,5,Manager,2,Single,19926,17053,No,15,3,2,0,21,5,3,5,4,4,4,10+ years,Yes,Very High,Yes
41,No,Travel_Rarely,465,Research & Development,3,Life Sciences,1,Male,227,56,3,1,Research Scientist,3,Divorced,2451,4609,No,12,3,1,1,13,2,3,9,8,1,8,10+ years,No,Low,Yes
30,No,Travel_Rarely,1339,Sales,3,Life Sciences,2,Female,228,41,3,3,Sales Executive,4,Married,9419,8053,No,12,3,3,1,12,2,3,10,9,7,4,10+ years,No,High,Yes
38,No,Travel_Rarely,702,Sales,4,Life Sciences,1,Female,230,59,2,2,Sales Executive,4,Single,8686,12930,No,22,4,3,0,12,2,4,8,3,0,7,10+ years,No,High,No
32,No,Travel_Rarely,120,Research & Development,5,Life Sciences,3,Male,231,43,3,1,Research Scientist,3,Single,3038,12430,No,20,4,1,0,8,2,3,5,4,1,4,6-10 years,No,Medium,Yes
27,No,Travel_Rarely,1157,Research & Development,3,Technical Degree,3,Male,233,51,3,1,Research Scientist,2,Married,3058,13364,Yes,16,3,4,1,6,3,2,5,2,1,1,6-10 years,No,Medium,Yes
19,Yes,Travel_Frequently,602,Sales,1,Technical Degree,3,Female,235,100,1,1,Sales Representative,1,Single,2325,20989,No,21,4,1,0,1,5,4,0,0,0,0,0-2 years,No,Low,No
36,No,Travel_Frequently,1480,Research & Development,2,Medical,4,Male,238,30,3,1,Laboratory Technician,2,Single,2088,15062,No,12,3,3,0,13,3,2,8,7,7,2,10+ years,No,Low,Yes
30,No,Non-Travel,111,Research & Development,3,Medical,3,Male,239,66,3,2,Laboratory Technician,1,Divorced,3072,11012,No,11,3,3,2,12,4,3,12,9,6,10,10+ years,No,Medium,Yes
45,No,Travel_Rarely,1268,Sales,2,Life Sciences,3,Female,240,30,3,2,Sales Executive,1,Divorced,5006,6319,Yes,11,3,1,1,9,3,4,5,4,0,3,6-10 years,No,Medium,No
56,No,Travel_Rarely,713,Research & Development,3,Life Sciences,3,Female,241,67,3,1,Research Scientist,1,Divorced,4257,13939,Yes,18,3,3,1,19,3,3,2,2,2,2,10+ years,No,Medium,Yes
33,No,Travel_Rarely,134,Research & Development,3,Life Sciences,3,Male,242,90,3,1,Research Scientist,4,Single,2500,10515,No,14,3,1,0,4,2,4,3,1,0,2,3-5 years,No,Low,No
19,Yes,Travel_Rarely,303,Research & Development,3,Life Sciences,2,Male,243,47,2,1,Laboratory Technician,4,Single,1102,9241,No,22,4,3,0,1,3,2,1,0,1,0,0-2 years,No,Low,Yes
46,No,Travel_Rarely,526,Sales,2,Marketing,2,Female,244,92,3,3,Sales Executive,1,Divorced,10453,2137,No,25,4,3,3,24,2,3,24,13,15,7,10+ years,No,Very High,Yes
38,No,Travel_Rarely,1380,Research & Development,2,Life Sciences,3,Female,245,75,3,1,Laboratory Technician,4,Single,2288,6319,No,12,3,3,0,2,3,3,2,2,2,1,0-2 years,No,Low,Yes
31,No,Travel_Rarely,140,Research & Development,1,Medical,3,Female,246,95,3,1,Research Scientist,4,Married,3929,6984,Yes,23,4,3,1,7,0,3,4,2,0,2,6-10 years,No,Medium,No
34,No,Travel_Rarely,629,Research & Development,2,Medical,4,Female,247,95,3,1,Research Scientist,2,Single,2311,5711,No,15,3,4,0,9,3,3,3,2,1,2,6-10 years,No,Low,Yes
41,Yes,Travel_Rarely,1356,Sales,2,Marketing,2,Female,248,70,3,1,Sales Representative,2,Single,3140,21728,Yes,22,4,4,0,4,5,2,4,3,0,2,3-5 years,No,Medium,No
50,No,Travel_Rarely,328,Research & Development,3,Medical,3,Male,249,86,2,1,Laboratory Technician,3,Married,3690,3425,No,15,3,4,1,5,2,2,3,2,0,2,3-5 years,No,Medium,No
53,No,Travel_Rarely,1084,Research & Development,2,Medical,4,Female,250,57,4,2,Manufacturing Director,1,Divorced,4450,26250,No,11,3,3,2,5,3,3,4,2,1,3,3-5 years,No,Medium,Yes
33,No,Travel_Rarely,931,Research & Development,3,Medical,4,Female,252,72,3,1,Research Scientist,2,Married,2756,4673,No,13,3,4,1,8,5,3,8,7,1,6,6-10 years,No,Low,Yes
40,No,Travel_Rarely,989,Research & Development,1,Medical,4,Female,253,46,3,5,Manager,3,Married,19033,6499,No,14,3,2,1,21,2,3,20,8,9,9,10+ years,Yes,Very High,Yes
55,No,Travel_Rarely,692,Research & Development,4,Medical,3,Male,254,61,4,5,Research Director,2,Single,18722,13339,No,11,3,4,0,36,3,3,24,15,2,15,10+ years,Yes,Very High,Yes
34,No,Travel_Frequently,1069,Research & Development,1,Life Sciences,4,Male,256,45,2,2,Manufacturing Director,3,Married,9547,14074,No,17,3,3,0,10,2,2,10,9,1,9,6-10 years,No,High,Yes
51,No,Travel_Rarely,313,Research & Development,3,Medical,4,Female,258,98,3,4,Healthcare Representative,2,Single,13734,7192,No,18,3,3,0,21,6,3,7,7,1,0,10+ years,Yes,Very High,Yes
52,No,Travel_Rarely,699,Research & Development,4,Life Sciences,3,Male,259,65,2,5,Manager,3,Married,19999,5678,No,14,3,1,1,34,5,3,33,18,11,9,10+ years,Yes,Very High,Yes
27,No,Travel_Rarely,894,Research & Development,3,Medical,4,Female,260,99,3,1,Research Scientist,2,Single,2279,11781,No,16,3,4,0,7,2,2,7,7,0,3,6-10 years,No,Low,No
35,Yes,Travel_Rarely,556,Research & Development,2,Life Sciences,2,Male,261,50,2,2,Manufacturing Director,3,Married,5916,15497,Yes,13,3,1,0,8,1,3,1,0,0,1,6-10 years,No,Medium,No
43,No,Non-Travel,1344,Research & Development,3,Medical,4,Male,262,37,4,1,Research Scientist,4,Divorced,2089,5228,No,14,3,4,3,7,3,4,5,4,2,2,6-10 years,No,Low,Yes
45,No,Non-Travel,1195,Research & Development,2,Medical,1,Male,264,65,2,4,Manager,4,Married,16792,20462,No,23,4,4,1,22,1,3,20,8,11,8,10+ years,Yes,Very High,Yes
37,No,Travel_Rarely,290,Research & Development,3,Life Sciences,2,Male,267,65,4,1,Research Scientist,1,Married,3564,22977,Yes,12,3,1,1,8,3,2,8,7,1,7,6-10 years,No,Medium,Yes
35,No,Travel_Frequently,138,Research & Development,3,Medical,2,Female,269,37,3,2,Laboratory Technician,2,Single,4425,15986,No,11,3,4,0,10,5,3,6,2,1,2,6-10 years,No,Medium,Yes
42,No,Non-Travel,926,Research & Development,2,Medical,3,Female,270,36,3,2,Manufacturing Director,3,Divorced,5265,16439,No,16,3,2,1,11,5,3,5,3,0,2,10+ years,No,Medium,No
38,No,Travel_Rarely,1261,Research & Development,4,Life Sciences,4,Male,271,88,3,2,Manufacturing Director,3,Married,6553,7259,No,14,3,2,0,14,3,3,1,0,0,0,10+ years,No,High,No
38,No,Travel_Rarely,1084,Research & Development,3,Technical Degree,4,Male,273,54,3,2,Manufacturing Director,4,Married,6261,4185,No,18,3,1,1,9,3,1,7,7,1,7,6-10 years,No,High,Yes
27,No,Travel_Frequently,472,Research & Development,1,Technical Degree,3,Male,274,60,2,2,Manufacturing Director,1,Married,4298,9679,No,19,3,3,1,6,1,3,2,2,2,0,6-10 years,No,Medium,Yes
49,No,Non-Travel,1002,Research & Development,4,Life Sciences,4,Male,275,92,3,2,Manufacturing Director,4,Divorced,6804,23793,Yes,15,3,1,2,7,0,3,7,7,1,7,6-10 years,No,High,Yes
34,No,Travel_Frequently,878,Research & Development,4,Medical,4,Male,277,43,3,1,Research Scientist,3,Divorced,3815,5972,Yes,17,3,4,1,5,4,4,5,3,2,0,3-5 years,No,Medium,Yes
40,No,Travel_Rarely,905,Research & Development,2,Medical,3,Male,281,99,3,2,Laboratory Technician,4,Married,2741,16523,Yes,15,3,3,1,15,2,4,7,2,3,7,10+ years,No,Low,Yes
38,Yes,Travel_Rarely,1180,Research & Development,1,Medical,2,Male,282,70,3,2,Healthcare Representative,1,Married,6673,11354,Yes,19,3,2,0,17,2,3,1,0,0,0,10+ years,No,High,No
29,Yes,Travel_Rarely,121,Sales,3,Marketing,2,Female,283,35,3,3,Sales Executive,4,Married,7639,24525,No,22,4,4,3,10,3,2,10,4,1,9,6-10 years,No,High,Yes
22,No,Travel_Rarely,1136,Research & Development,3,Life Sciences,4,Male,284,60,4,1,Research Scientist,2,Divorced,2328,12392,Yes,16,3,1,1,4,2,2,4,2,2,2,3-5 years,No,Low,Yes
36,No,Travel_Frequently,635,Research & Development,1,Medical,2,Female,286,73,3,1,Laboratory Technician,4,Single,2153,7703,No,13,3,1,0,8,2,3,8,1,1,7,6-10 years,No,Low,Yes
40,No,Non-Travel,1151,Research & Development,5,Life Sciences,4,Male,287,63,2,2,Healthcare Representative,4,Married,4876,14242,No,14,3,4,1,5,5,1,3,2,0,2,3-5 years,No,Medium,No
46,No,Travel_Rarely,644,Research & Development,4,Medical,4,Male,288,97,3,3,Healthcare Representative,1,Divorced,9396,12368,No,16,3,3,1,17,3,3,4,2,0,3,10+ years,No,High,No
32,Yes,Travel_Rarely,1045,Sales,4,Medical,4,Male,291,32,1,3,Sales Executive,4,Married,10400,25812,No,11,3,3,0,14,2,2,14,8,9,8,10+ years,No,Very High,Yes
30,No,Non-Travel,829,Research & Development,1,Life Sciences,3,Male,292,88,2,3,Manufacturing Director,3,Single,8474,20925,No,22,4,3,0,12,2,3,11,8,5,8,10+ years,No,High,Yes
27,No,Travel_Frequently,1242,Sales,3,Life Sciences,4,Female,293,90,3,2,Sales Executive,3,Single,9981,12916,No,14,3,4,0,7,2,3,7,7,0,7,6-10 years,No,High,No
51,No,Travel_Rarely,1469,Research & Development,4,Life Sciences,2,Male,296,81,2,3,Research Director,2,Married,12490,15736,No,16,3,4,2,16,5,1,10,9,4,7,10+ years,No,Very High,Yes
30,Yes,Travel_Rarely,1005,Research & Development,3,Technical Degree,4,Female,297,88,3,1,Research Scientist,1,Single,2657,8556,Yes,11,3,3,0,8,5,3,5,2,0,4,6-10 years,No,Low,No
41,No,Travel_Rarely,896,Sales,3,Life Sciences,4,Female,298,75,3,3,Manager,4,Single,13591,14674,Yes,18,3,3,0,16,3,3,1,0,0,0,10+ years,No,Very High,No
30,Yes,Travel_Frequently,334,Sales,4,Marketing,3,Female,299,52,2,2,Sales Executive,1,Single,6696,22967,No,15,3,3,0,9,5,2,6,3,0,1,6-10 years,No,High,No
29,Yes,Travel_Rarely,992,Research & Development,3,Technical Degree,3,Male,300,85,3,1,Research Scientist,3,Single,2058,19757,No,14,3,4,0,7,1,2,6,2,1,5,6-10 years,No,Low,Yes
45,No,Non-Travel,1052,Sales,3,Medical,4,Female,302,57,2,3,Sales Executive,4,Single,8865,16840,No,12,3,4,0,23,2,3,19,7,12,8,10+ years,No,High,Yes
54,No,Travel_Rarely,1147,Sales,3,Marketing,4,Female,303,52,3,2,Sales Executive,1,Married,5940,17011,No,14,3,4,1,16,4,3,6,2,0,5,10+ years,No,Medium,No
36,No,Travel_Rarely,1396,Research & Development,2,Life Sciences,4,Male,304,62,3,2,Laboratory Technician,2,Single,5914,9945,No,16,3,4,0,16,3,4,13,11,3,7,10+ years,No,Medium,Yes
33,No,Travel_Rarely,147,Research & Development,4,Medical,3,Female,305,47,2,1,Research Scientist,2,Married,2622,13248,No,21,4,4,0,7,3,3,3,2,1,1,6-10 years,No,Low,Yes
37,No,Travel_Frequently,663,Research & Development,3,Other,2,Male,306,47,3,3,Research Director,4,Divorced,12185,10056,Yes,14,3,3,3,10,1,3,10,8,0,7,6-10 years,No,Very High,No
38,No,Travel_Rarely,119,Sales,3,Life Sciences,1,Male,307,76,3,3,Sales Executive,3,Divorced,10609,9647,No,12,3,3,2,17,6,2,16,10,5,13,10+ years,No,Very High,Yes
31,No,Non-Travel,979,Research & Development,4,Medical,3,Male,308,90,1,2,Manufacturing Director,3,Married,4345,4381,No,12,3,4,1,6,2,3,5,4,1,4,6-10 years,No,Medium,Yes
59,No,Travel_Rarely,142,Research & Development,3,Life Sciences,3,Male,309,70,2,1,Research Scientist,4,Married,2177,8456,No,17,3,1,1,7,6,3,1,0,0,0,6-10 years,No,Low,No
37,No,Travel_Frequently,319,Sales,4,Marketing,1,Male,311,41,3,1,Sales Representative,4,Divorced,2793,2539,No,17,3,3,1,13,2,3,9,8,5,8,10+ years,No,Low,Yes
29,No,Travel_Frequently,1413,Sales,1,Medical,2,Female,312,42,3,3,Sales Executive,4,Married,7918,6599,No,14,3,4,1,11,5,3,11,10,4,1,10+ years,No,High,Yes
35,No,Travel_Frequently,944,Sales,3,Marketing,3,Female,314,92,3,3,Sales Executive,3,Single,8789,9096,No,14,3,1,0,10,3,4,10,7,0,8,6-10 years,No,High,No
29,Yes,Travel_Rarely,896,Research & Development,1,Medical,3,Male,315,86,2,1,Research Scientist,4,Single,2389,14961,Yes,13,3,3,0,4,3,2,4,3,0,1,3-5 years,No,Low,No
52,No,Travel_Rarely,1323,Research & Development,3,Life Sciences,3,Female,316,89,2,1,Laboratory Technician,4,Single,3212,3300,No,15,3,2,0,6,3,2,2,2,2,2,6-10 years,No,Medium,Yes
42,No,Travel_Rarely,532,Research & Development,2,Technical Degree,3,Male,319,58,3,5,Manager,4,Married,19232,4933,No,11,3,4,0,22,3,3,22,17,11,15,10+ years,Yes,Very High,Yes
59,No,Travel_Rarely,818,Human Resources,2,Medical,2,Male,321,52,3,1,Human Resources,3,Married,2267,25657,No,17,3,4,0,7,2,2,2,2,2,2,6-10 years,No,Low,Yes
50,No,Travel_Rarely,854,Sales,4,Medical,4,Female,323,68,3,5,Manager,4,Divorced,19517,24118,No,11,3,3,1,32,3,2,7,0,0,6,10+ years,Yes,Very High,No
33,Yes,Travel_Rarely,813,Research & Development,3,Medical,3,Male,325,58,3,1,Laboratory Technician,4,Married,2436,22149,Yes,13,3,3,1,8,2,1,5,4,0,4,6-10 years,No,Low,No
43,No,Travel_Rarely,1034,Sales,3,Marketing,4,Female,327,80,3,4,Manager,4,Married,16064,7744,Yes,22,4,3,1,22,3,3,17,13,1,9,10+ years,Yes,Very High,Yes
33,Yes,Travel_Rarely,465,Research & Development,2,Life Sciences,1,Female,328,39,3,1,Laboratory Technician,1,Married,2707,21509,No,20,4,1,0,13,3,4,9,7,1,7,10+ years,No,Low,Yes
52,No,Non-Travel,771,Sales,4,Life Sciences,1,Male,329,79,2,5,Manager,3,Single,19068,21030,Yes,18,3,4,0,33,2,4,33,7,15,12,10+ years,Yes,Very High,Yes
32,No,Travel_Rarely,1401,Sales,2,Life Sciences,3,Female,330,56,3,1,Sales Representative,2,Married,3931,20990,No,11,3,1,1,6,5,3,4,3,1,2,6-10 years,No,Medium,Yes
32,Yes,Travel_Rarely,515,Research & Development,3,Life Sciences,4,Male,331,62,2,1,Laboratory Technician,3,Single,3730,9571,Yes,14,3,4,0,4,2,1,3,2,1,2,3-5 years,No,Medium,Yes
39,No,Travel_Rarely,1431,Research & Development,4,Medical,3,Female,332,96,3,1,Laboratory Technician,3,Divorced,2232,15417,No,14,3,3,3,7,1,3,3,2,1,2,6-10 years,No,Low,Yes
32,No,Non-Travel,976,Sales,4,Marketing,3,Male,333,100,3,2,Sales Executive,4,Married,4465,12069,No,18,3,1,0,4,2,3,3,2,2,2,3-5 years,No,Medium,Yes
41,No,Travel_Rarely,1411,Research & Development,2,Life Sciences,3,Male,334,36,3,2,Research Scientist,1,Divorced,3072,19877,No,16,3,1,2,17,2,2,1,0,0,0,10+ years,No,Medium,No
40,No,Travel_Rarely,1300,Research & Development,2,Technical Degree,1,Male,335,62,3,2,Research Scientist,4,Divorced,3319,24447,No,17,3,1,2,9,3,3,9,8,4,7,6-10 years,No,Medium,Yes
45,No,Travel_Rarely,252,Research & Development,3,Other,3,Male,336,70,4,5,Manager,4,Married,19202,15970,No,11,3,3,1,25,2,3,24,0,1,7,10+ years,Yes,Very High,Yes
31,No,Travel_Frequently,1327,Research & Development,4,Medical,2,Male,337,73,3,3,Research Director,3,Divorced,13675,13523,No,12,3,1,1,9,3,3,2,2,2,2,6-10 years,No,Very High,Yes
33,No,Travel_Rarely,832,Research & Development,4,Life Sciences,3,Female,338,63,2,1,Research Scientist,4,Married,2911,14776,No,13,3,3,1,2,2,2,2,2,0,2,0-2 years,No,Low,No
34,No,Travel_Rarely,470,Research & Development,4,Life Sciences,4,Male,339,84,2,2,Manufacturing Director,1,Married,5957,23687,No,13,3,2,1,13,3,3,11,9,5,9,10+ years,No,Medium,Yes
37,No,Travel_Rarely,1017,Research & Development,2,Medical,3,Female,340,83,2,1,Research Scientist,1,Married,3920,18697,No,14,3,1,1,17,2,2,3,1,0,2,10+ years,No,Medium,No
45,No,Travel_Frequently,1199,Research & Development,4,Life Sciences,1,Male,341,77,4,2,Manufacturing Director,3,Married,6434,5118,No,17,3,4,1,9,1,3,3,2,0,2,6-10 years,No,High,No
37,Yes,Travel_Frequently,504,Research & Development,3,Medical,1,Male,342,61,3,3,Manufacturing Director,3,Divorced,10048,22573,No,11,3,2,2,17,5,3,1,0,0,0,10+ years,No,Very High,No
39,No,Travel_Frequently,505,Research & Development,4,Technical Degree,3,Female,343,64,3,3,Healthcare Representative,3,Single,10938,6420,No,25,4,4,0,20,1,3,19,6,11,8,10+ years,No,Very High,Yes
29,No,Travel_Rarely,665,Research & Development,3,Life Sciences,3,Male,346,60,3,1,Research Scientist,4,Single,2340,22673,No,19,3,1,0,6,1,3,6,5,1,5,6-10 years,No,Low,Yes
42,No,Travel_Rarely,916,Research & Development,2,Life Sciences,4,Female,347,82,4,2,Research Scientist,1,Single,6545,23016,Yes,13,3,3,0,10,1,3,3,2,0,2,6-10 years,No,High,No
29,No,Travel_Rarely,1247,Sales,2,Marketing,4,Male,349,45,3,2,Sales Executive,4,Divorced,6931,10732,No,14,3,4,1,10,2,3,3,2,0,2,6-10 years,No,High,No
25,No,Travel_Rarely,685,Research & Development,3,Life Sciences,1,Female,350,62,3,2,Manufacturing Director,3,Married,4898,7505,No,12,3,4,2,5,3,3,4,2,1,2,3-5 years,No,Medium,Yes
42,No,Travel_Rarely,269,Research & Development,3,Medical,4,Female,351,56,2,1,Laboratory Technician,1,Divorced,2593,8007,Yes,11,3,3,1,10,4,3,9,6,7,8,6-10 years,No,Low,Yes
40,No,Travel_Rarely,1416,Research & Development,2,Medical,1,Male,352,49,3,5,Research Director,3,Divorced,19436,5949,No,19,3,4,1,22,5,3,21,7,3,9,10+ years,Yes,Very High,Yes
51,No,Travel_Rarely,833,Research & Development,3,Life Sciences,3,Male,353,96,3,1,Research Scientist,4,Married,2723,23231,No,11,3,2,0,1,0,2,1,0,0,0,0-2 years,No,Low,No
31,Yes,Travel_Frequently,307,Research & Development,2,Medical,3,Male,355,71,2,1,Laboratory Technician,2,Single,3479,11652,No,11,3,2,0,6,2,4,5,4,1,4,6-10 years,No,Medium,Yes
32,No,Travel_Frequently,1311,Research & Development,3,Life Sciences,2,Male,359,100,4,1,Laboratory Technician,2,Married,2794,26062,No,20,4,3,0,5,3,1,5,1,0,3,3-5 years,No,Low,No
38,No,Non-Travel,1327,Sales,2,Life Sciences,4,Male,361,39,2,2,Sales Executive,4,Married,5249,19682,No,18,3,4,1,13,0,3,8,7,7,5,10+ years,No,Medium,Yes
32,No,Travel_Rarely,128,Research & Development,1,Technical Degree,4,Male,362,84,2,2,Laboratory Technician,1,Single,2176,19737,No,13,3,4,0,9,5,3,6,2,0,4,6-10 years,No,Low,No
46,No,Travel_Rarely,488,Sales,3,Technical Degree,3,Female,363,75,1,4,Manager,2,Married,16872,14977,Yes,12,3,2,1,28,2,2,7,7,7,7,10+ years,Yes,Very High,Yes
28,Yes,Travel_Rarely,529,Research & Development,4,Life Sciences,1,Male,364,79,3,1,Laboratory Technician,3,Single,3485,14935,No,11,3,3,0,5,5,1,0,0,0,0,3-5 years,No,Medium,No
29,No,Travel_Rarely,1210,Sales,3,Medical,1,Male,366,78,2,2,Sales Executive,2,Married,6644,3687,No,19,3,2,2,10,2,3,0,0,0,0,6-10 years,No,High,No
31,No,Travel_Rarely,1463,Research & Development,3,Medical,2,Male,367,64,2,2,Healthcare Representative,4,Married,5582,14408,No,21,4,2,1,10,2,3,9,0,7,8,6-10 years,No,Medium,Yes
